1158516927687512064,2019-08-05 23:15:34,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',Cadiz,,
1158510059036577792,2019-08-05 22:48:16,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"Orsa, Sweden",,
1158505303887028225,2019-08-05 22:29:23,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',Mi mundo,,
1158494747255877634,2019-08-05 21:47:26,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158489048178155521,2019-08-05 21:24:47,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158482430535356422,2019-08-05 20:58:29,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158464502578470916,2019-08-05 19:47:15,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',"Virginia, USA",,
1158463008659709952,2019-08-05 19:41:19,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',Saint-Jean-sur-Richelieu,,
1158449699290013696,2019-08-05 18:48:25,b'@tenroseUK @PlayWarframe #empyrean  #tennocon  and #tennolive too',"Texas, USA",,
1158429719601307650,2019-08-05 17:29:02,b'RT @VastGG: Live from #Tennocon we are proud to bring you this giveaway courtesy of @Playwarframe. #Warframe #ad\n\n\xf0\x9f\x91\x8b\xf0\x9f\x8f\xbb Tag Your Friends\n\xf0\x9f\x94\x94 Tur\xe2\x80\xa6',,,
1158424133878894592,2019-08-05 17:06:50,b'I really want to know when Gauss will be available in Warframe \xf0\x9f\x98\xad\xe2\x9d\xa4\n#warframe #tennocon #gauss',World Champion Gamer ,,
